Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
WEYS,"Weyco Group, Inc.",25.92,$259.16M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/weys
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.58,$15.32M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlr
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",15,$54.01M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrd
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",14.86,$10.7M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrp
WHF,"WhiteHorse Finance, Inc.",13.85,$284.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/whf
WHFBZ,"WhiteHorse Finance, Inc.",25.9412,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/whfbz
WHLM,"Wilhelmina International, Inc.",6.2,$32.14M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/whlm
WVVI,"Willamette Valley Vineyards, Inc.",7.0388,$34.94M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvi
WVVIP,"Willamette Valley Vineyards, Inc.",4.578,$21.35M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvip
WLDN,"Willdan Group, Inc.",34.8,$387.22M,2006,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/wldn
WLFC,Willis Lease Finance Corporation,55.85,$328.13M,1996,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/wlfc
WLTW,Willis Towers Watson Public Limited Company,191.83,$24.79B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw
WSC,WillScot Corporation,14.51,$1.58B,2015,n/a,n/a,https://www.nasdaq.com/symbol/wsc
WING,Wingstop Inc.,92.27,$2.71B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wing
WINA,Winmark Corporation,179.99,$677.07M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/wina
WINS,Wins Finance Holdings Inc.,16.9,$335.26M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wins
WTFC,Wintrust Financial Corporation,71.42,$4.05B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfc
WTFCM,Wintrust Financial Corporation,28.5416,$142.71M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcm
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,41.8342,$25.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agnd
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,73.6148,$143.55M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cxse
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,22.48,$37.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcg
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,72.54,$36.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcb
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,24.72,$74.16M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgre
DXGE,WisdomTree Germany Hedged Equity Fund,29.99,$46.48M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxge
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,23.26,$251.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyzd
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.7599,$81.19M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agzd
WETF,"WisdomTree Investments, Inc.",6.23,$965.98M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,37.8489,$64.34M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxjs
GULF,WisdomTree Middle East Dividend Fund,21.206,$23.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gulf
HYND,WisdomTree Negative Duration High Yield Bond Fund,19.4499,$35.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hynd
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,44.02,$2.72B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrw
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,34.87,$116.81M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrs
WIX,Wix.com Ltd.,148.12,$7.39B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix
WWD,"Woodward, Inc.",112.24,$6.97B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd
WDAY,"Workday, Inc.",216.33,$48.89B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday
WKHS,"Workhorse Group, Inc.",2.73,$178.69M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/wkhs
WRLD,World Acceptance Corporation,156.52,$1.46B,1991,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wrld
WRTC,"Wrap Technologies, Inc.",6.45,$191.07M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/wrtc
WMGI,Wright Medical Group N.V.,30.09,$3.8B,2011,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgi
WSFS,WSFS Financial Corporation,40.48,$2.16B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wsfs
WVFC,WVS Financial Corp.,17.16,$33.36M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/wvfc
WYNN,"Wynn Resorts, Limited",121.5,$13.08B,2002,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn
XFOR,"X4 Pharmaceuticals, Inc.",15.5,$192.52M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xfor
XBIT,XBiotech Inc.,7.54,$308.85M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbit
XELB,"Xcel Brands, Inc",1.3,$24.59M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/xelb
XEL,Xcel Energy Inc.,61.54,$31.67B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel
XNCR,"Xencor, Inc.",35.16,$1.98B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xncr
XBIO,"Xenetic Biosciences, Inc.",0.5312,$5.55M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio
XENE,Xenon Pharmaceuticals Inc.,9.53,$245.62M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xene
XERS,"Xeris Pharmaceuticals, Inc.",11.11,$299.31M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xers
XLNX,"Xilinx, Inc.",112.14,$28.47B,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx
XOMA,XOMA Corporation,16.63,$145.09M,1986,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xoma
XPER,Xperi Corporation,19.44,$958.08M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper
XSPA,"XpresSpa Group, Inc. ",1.9608,$3.84M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/xspa
XTLB,XTL Biopharmaceuticals Ltd.,2,$10.28M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xtlb
XNET,Xunlei Limited,2.76,$186.13M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet
XYN,"Xynomic Pharmaceuticals Holdings, Inc.",3.45,$159.95M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xyn
XYNPW,"Xynomic Pharmaceuticals Holdings, Inc.",0.2,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xynpw
YNDX,Yandex N.V.,39.02,$12.74B,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx
YRIV,Yangtze River Port and Logistics Limited ,0.5226,$92.78M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/yriv
